"#","DISC","Description","Publish Date","Applied Date","Attactment","View Details"
"68","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","10 March, 2025 18:53 PM","Attachments","View Submission"
"69","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","10 March, 2025 18:55 PM","Attachments","View Submission"
"70","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","10 March, 2025 19:28 PM","Attachments","View Submission"
"71","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","11 March, 2025 15:04 PM","Attachments","View Submission"
"72","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","11 March, 2025 15:05 PM","Attachments","View Submission"
"73","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","12 March, 2025 21:10 PM","Attachments","View Submission"
"74","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","16 March, 2025 12:09 PM","Attachments","View Submission"
"75","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","16 March, 2025 12:12 PM","Attachments","View Submission"
"76","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","16 March, 2025 12:14 PM","Attachments","View Submission"
"77","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","16 March, 2025 12:17 PM","Attachments","View Submission"
"78","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","16 March, 2025 12:18 PM","Attachments","View Submission"
"79","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","16 March, 2025 21:11 PM","Attachments","View Submission"
"80","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","16 March, 2025 21:12 PM","Attachments","View Submission"
"81","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","16 March, 2025 21:14 PM","Attachments","View Submission"
"82","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","16 March, 2025 21:16 PM","Attachments","View Submission"
"83","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","18 March, 2025 19:28 PM","Attachments","View Submission"
"84","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","18 March, 2025 19:33 PM","Attachments","View Submission"
"85","ADITI 2 Re Open","The 2nd edition of ADITI Ac...                                                                                                                                The 2nd edition of ADITI Acing Development of Innovative Technologies with iDEX is launched with 19 Problem Statements from the Armed Forces, DSA, ICG and GRSE for resolution by Startups, MSMEs and innovators.","18 March, 2025 12:36 PM","18 March, 2025 19:46 PM","Attachments","View Submission"
"86","iDEX PRIME X Re Open","With an increased grant amo...                                                                                                                                With an increased grant amount of Rs 10 cr, iDEX PRIME X is launched with Thirteen problem statements from the Armed Forces for resolution by startups & innovators.","18 March, 2025 11:26 AM","18 March, 2025 19:56 PM","Attachments","View Submission"
"87","iDEX PRIME X Re Open","With an increased grant amo...                                                                                                                                With an increased grant amount of Rs 10 cr, iDEX PRIME X is launched with Thirteen problem statements from the Armed Forces for resolution by startups & innovators.","18 March, 2025 11:26 AM","18 March, 2025 20:00 PM","Attachments","View Submission"
"88","ADITI 2 Re Open","The 2nd edition of ADITI Ac...                                                                                                                                The 2nd edition of ADITI Acing Development of Innovative Technologies with iDEX is launched with 19 Problem Statements from the Armed Forces, DSA, ICG and GRSE for resolution by Startups, MSMEs and innovators.","18 March, 2025 12:36 PM","18 March, 2025 20:04 PM","Attachments","View Submission"
"89","ADITI 2 Re Open","The 2nd edition of ADITI Ac...                                                                                                                                The 2nd edition of ADITI Acing Development of Innovative Technologies with iDEX is launched with 19 Problem Statements from the Armed Forces, DSA, ICG and GRSE for resolution by Startups, MSMEs and innovators.","18 March, 2025 12:36 PM","18 March, 2025 20:08 PM","Attachments","View Submission"
"90","ADITI 2 Re Open","The 2nd edition of ADITI Ac...                                                                                                                                The 2nd edition of ADITI Acing Development of Innovative Technologies with iDEX is launched with 19 Problem Statements from the Armed Forces, DSA, ICG and GRSE for resolution by Startups, MSMEs and innovators.","18 March, 2025 12:36 PM","18 March, 2025 20:50 PM","Attachments","View Submission"
"91","iDEX PRIME X Re Open","With an increased grant amo...                                                                                                                                With an increased grant amount of Rs 10 cr, iDEX PRIME X is launched with Thirteen problem statements from the Armed Forces for resolution by startups & innovators.","18 March, 2025 11:26 AM","19 March, 2025 11:22 AM","Attachments","View Submission"
"92","ADITI 2 Re Open","The 2nd edition of ADITI Ac...                                                                                                                                The 2nd edition of ADITI Acing Development of Innovative Technologies with iDEX is launched with 19 Problem Statements from the Armed Forces, DSA, ICG and GRSE for resolution by Startups, MSMEs and innovators.","18 March, 2025 12:36 PM","19 March, 2025 11:24 AM","Attachments","View Submission"
"93","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","19 March, 2025 11:28 AM","Attachments","View Submission"
"94","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","19 March, 2025 11:30 AM","Attachments","View Submission"
"95","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","22 March, 2025 15:59 PM","Attachments","View Submission"
"96","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","22 March, 2025 16:04 PM","Attachments","View Submission"
"97","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","22 March, 2025 16:06 PM","Attachments","View Submission"
"98","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","22 March, 2025 16:07 PM","Attachments","View Submission"
"99","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","22 March, 2025 16:10 PM","Attachments","View Submission"
"100","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","22 March, 2025 16:13 PM","Attachments","View Submission"
"101","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","22 March, 2025 16:15 PM","Attachments","View Submission"
"102","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","22 March, 2025 16:17 PM","Attachments","View Submission"
"103","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","22 March, 2025 16:18 PM","Attachments","View Submission"
"104","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","22 March, 2025 16:23 PM","Attachments","View Submission"
